,Country Name,variable,value
1050,Albania,1982,27400
1051,Andorra,1982,470
1052,Armenia,1982,28470
1053,Australia,1982,7682300
1054,Austria,1982,82580
1055,Azerbaijan,1982,83217
1056,Belgium,1982,32820
1057,Bulgaria,1982,110630
1058,Bosnia and Herzegovina,1982,51200
1059,Belarus,1982,202840
1060,Bolivia,1982,1083300
1061,Switzerland,1982,39528
1062,Cyprus,1982,9240
1063,Czech Republic,1982,77270
1064,Germany,1982,349130
1065,Denmark,1982,42380
1066,Spain,1982,499460
1067,Estonia,1982,42390
1068,France,1982,547566
1069,United Kingdom,1982,241930
1070,Georgia,1982,69490
1071,Greece,1982,128900
1072,Croatia,1982,55910
1073,Hungary,1982,89890
1074,Ireland,1982,68890
1075,Iceland,1982,100250
1076,Israel,1982,21640
1077,Italy,1982,294110
1078,Lithuania,1982,62680
1079,Luxembourg,1982,
1080,Latvia,1982,62196
1081,Morocco,1982,446300
1082,Monaco,1982,2.027
1083,Moldova,1982,32870
1084,North Macedonia,1982,25430
1085,Malta,1982,320
1086,Montenegro,1982,13450
1087,Netherlands,1982,33760
1088,Norway,1982,365244
1089,Poland,1982,306290
1090,Portugal,1982,91500
1091,Romania,1982,230340
1092,Russia,1982,16389950
1093,San Marino,1982,60
1094,Serbia,1982,87460
1095,Slovakia,1982,48100
1096,Slovenia,1982,20140
1097,Sweden,1982,410340
1098,Turkey,1982,769630
1099,Ukraine,1982,579350
1100,Albania,1983,27400
1101,Andorra,1983,470
1102,Armenia,1983,28470
1103,Australia,1983,7682300
1104,Austria,1983,82580
1105,Azerbaijan,1983,83217
1106,Belgium,1983,32820
1107,Bulgaria,1983,110630
1108,Bosnia and Herzegovina,1983,51200
1109,Belarus,1983,202840
1110,Bolivia,1983,1083300
1111,Switzerland,1983,39528
1112,Cyprus,1983,9240
1113,Czech Republic,1983,77270
1114,Germany,1983,349130
1115,Denmark,1983,42380
1116,Spain,1983,499430
1117,Estonia,1983,42390
1118,France,1983,547566
1119,United Kingdom,1983,241930
1120,Georgia,1983,69490
1121,Greece,1983,128900
1122,Croatia,1983,55910
1123,Hungary,1983,89880
1124,Ireland,1983,68890
1125,Iceland,1983,100250
1126,Israel,1983,21640
1127,Italy,1983,294110
1128,Lithuania,1983,62680
1129,Luxembourg,1983,
1130,Latvia,1983,62196
1131,Morocco,1983,446300
1132,Monaco,1983,2.027
1133,Moldova,1983,32870
1134,North Macedonia,1983,25430
1135,Malta,1983,320
1136,Montenegro,1983,13450
1137,Netherlands,1983,33760
1138,Norway,1983,365244
1139,Poland,1983,306290
1140,Portugal,1983,91500
1141,Romania,1983,230340
1142,Russia,1983,16389950
1143,San Marino,1983,60
1144,Serbia,1983,87460
1145,Slovakia,1983,48100
1146,Slovenia,1983,20140
1147,Sweden,1983,410340
1148,Turkey,1983,769630
1149,Ukraine,1983,579350
1150,Albania,1984,27400
1151,Andorra,1984,470
1152,Armenia,1984,28470
1153,Australia,1984,7682300
1154,Austria,1984,82580
1155,Azerbaijan,1984,83217
1156,Belgium,1984,32820
1157,Bulgaria,1984,110630
1158,Bosnia and Herzegovina,1984,51200
1159,Belarus,1984,202840
1160,Bolivia,1984,1083300
1161,Switzerland,1984,39529
1162,Cyprus,1984,9240
1163,Czech Republic,1984,77270
1164,Germany,1984,349130
1165,Denmark,1984,42380
1166,Spain,1984,499440
1167,Estonia,1984,42390
1168,France,1984,547566
1169,United Kingdom,1984,241930
1170,Georgia,1984,69490
1171,Greece,1984,128900
1172,Croatia,1984,55910
1173,Hungary,1984,89880
1174,Ireland,1984,68890
1175,Iceland,1984,100250
1176,Israel,1984,21640
1177,Italy,1984,294110
1178,Lithuania,1984,62680
1179,Luxembourg,1984,
1180,Latvia,1984,62196
1181,Morocco,1984,446300
1182,Monaco,1984,2.027
1183,Moldova,1984,32870
1184,North Macedonia,1984,25430
1185,Malta,1984,320
1186,Montenegro,1984,13450
1187,Netherlands,1984,33760
1188,Norway,1984,365244
1189,Poland,1984,306290
1190,Portugal,1984,91500
1191,Romania,1984,230340
1192,Russia,1984,16389950
1193,San Marino,1984,60
1194,Serbia,1984,87460
1195,Slovakia,1984,48100
1196,Slovenia,1984,20140
1197,Sweden,1984,410340
1198,Turkey,1984,769630
1199,Ukraine,1984,579350
1200,Albania,1985,27400
1201,Andorra,1985,470
1202,Armenia,1985,28470
1203,Australia,1985,7682300
1204,Austria,1985,82580
1205,Azerbaijan,1985,83217
1206,Belgium,1985,32820
1207,Bulgaria,1985,110630
1208,Bosnia and Herzegovina,1985,51200
1209,Belarus,1985,202840
1210,Bolivia,1985,1083300
1211,Switzerland,1985,39529
1212,Cyprus,1985,9240
1213,Czech Republic,1985,77270
1214,Germany,1985,349130
1215,Denmark,1985,42380
1216,Spain,1985,499440
1217,Estonia,1985,42390
1218,France,1985,547566
1219,United Kingdom,1985,241930
1220,Georgia,1985,69490
1221,Greece,1985,128900
1222,Croatia,1985,55910
1223,Hungary,1985,89880
1224,Ireland,1985,68890
1225,Iceland,1985,100250
1226,Israel,1985,21640
1227,Italy,1985,294110
1228,Lithuania,1985,62680
1229,Luxembourg,1985,
1230,Latvia,1985,62196
1231,Morocco,1985,446300
1232,Monaco,1985,2.027
1233,Moldova,1985,32870
1234,North Macedonia,1985,25430
1235,Malta,1985,320
1236,Montenegro,1985,13450
1237,Netherlands,1985,33760
1238,Norway,1985,365244
1239,Poland,1985,306290
1240,Portugal,1985,91500
1241,Romania,1985,230340
1242,Russia,1985,16389950
1243,San Marino,1985,60
1244,Serbia,1985,87460
1245,Slovakia,1985,48100
1246,Slovenia,1985,20140
1247,Sweden,1985,410340
1248,Turkey,1985,769630
1249,Ukraine,1985,579350
1250,Albania,1986,27400
1251,Andorra,1986,470
1252,Armenia,1986,28470
1253,Australia,1986,7682300
1254,Austria,1986,82580
1255,Azerbaijan,1986,83217
1256,Belgium,1986,32820
1257,Bulgaria,1986,110630
1258,Bosnia and Herzegovina,1986,51200
1259,Belarus,1986,202840
1260,Bolivia,1986,1083300
1261,Switzerland,1986,39529
1262,Cyprus,1986,9240
1263,Czech Republic,1986,77270
1264,Germany,1986,349130
1265,Denmark,1986,42380
1266,Spain,1986,499440
1267,Estonia,1986,42390
1268,France,1986,547566
1269,United Kingdom,1986,241930
1270,Georgia,1986,69490
1271,Greece,1986,128900
1272,Croatia,1986,55910
1273,Hungary,1986,89880
1274,Ireland,1986,68890
1275,Iceland,1986,100250
1276,Israel,1986,21640
1277,Italy,1986,294110
1278,Lithuania,1986,62680
1279,Luxembourg,1986,
1280,Latvia,1986,62196
1281,Morocco,1986,446300
1282,Monaco,1986,2.027
1283,Moldova,1986,32870
1284,North Macedonia,1986,25430
1285,Malta,1986,320
1286,Montenegro,1986,13450
1287,Netherlands,1986,33760
1288,Norway,1986,365244
1289,Poland,1986,306290
1290,Portugal,1986,91500
1291,Romania,1986,230340
1292,Russia,1986,16389950
1293,San Marino,1986,60
1294,Serbia,1986,87460
1295,Slovakia,1986,48100
1296,Slovenia,1986,20140
1297,Sweden,1986,410340
1298,Turkey,1986,769630
1299,Ukraine,1986,579350
1300,Albania,1987,27400
1301,Andorra,1987,470
1302,Armenia,1987,28470
1303,Australia,1987,7682300
1304,Austria,1987,82580
1305,Azerbaijan,1987,83217
1306,Belgium,1987,32820
1307,Bulgaria,1987,110630
1308,Bosnia and Herzegovina,1987,51200
1309,Belarus,1987,202840
1310,Bolivia,1987,1083300
1311,Switzerland,1987,39529
1312,Cyprus,1987,9240
1313,Czech Republic,1987,77270
1314,Germany,1987,349130
1315,Denmark,1987,42390
1316,Spain,1987,499440
1317,Estonia,1987,42390
1318,France,1987,547566
1319,United Kingdom,1987,241930
1320,Georgia,1987,69490
1321,Greece,1987,128900
1322,Croatia,1987,55910
1323,Hungary,1987,89880
1324,Ireland,1987,68890
1325,Iceland,1987,100250
1326,Israel,1987,21640
1327,Italy,1987,294110
1328,Lithuania,1987,62680
1329,Luxembourg,1987,
1330,Latvia,1987,62196
1331,Morocco,1987,446300
1332,Monaco,1987,2.027
1333,Moldova,1987,32870
1334,North Macedonia,1987,25430
1335,Malta,1987,320
1336,Montenegro,1987,13450
1337,Netherlands,1987,33760
1338,Norway,1987,365244
1339,Poland,1987,306290
1340,Portugal,1987,91500
1341,Romania,1987,230340
1342,Russia,1987,16389950
1343,San Marino,1987,60
1344,Serbia,1987,87460
1345,Slovakia,1987,48100
1346,Slovenia,1987,20140
1347,Sweden,1987,410340
1348,Turkey,1987,769630
1349,Ukraine,1987,579350
1350,Albania,1988,27400
1351,Andorra,1988,470
1352,Armenia,1988,28470
1353,Australia,1988,7682300
1354,Austria,1988,82580
1355,Azerbaijan,1988,83217
1356,Belgium,1988,32820
1357,Bulgaria,1988,110630
1358,Bosnia and Herzegovina,1988,51200
1359,Belarus,1988,202840
1360,Bolivia,1988,1083300
1361,Switzerland,1988,39529
1362,Cyprus,1988,9240
1363,Czech Republic,1988,77270
1364,Germany,1988,349130
1365,Denmark,1988,42390
1366,Spain,1988,499440
1367,Estonia,1988,42390
1368,France,1988,547566
1369,United Kingdom,1988,241930
1370,Georgia,1988,69490
1371,Greece,1988,128900
1372,Croatia,1988,55910
1373,Hungary,1988,89870
1374,Ireland,1988,68890
1375,Iceland,1988,100250
1376,Israel,1988,21640
1377,Italy,1988,294110
1378,Lithuania,1988,62680
1379,Luxembourg,1988,
1380,Latvia,1988,62196
1381,Morocco,1988,446300
1382,Monaco,1988,2.027
1383,Moldova,1988,32870
1384,North Macedonia,1988,25430
1385,Malta,1988,320
1386,Montenegro,1988,13450
1387,Netherlands,1988,33760
1388,Norway,1988,365244
1389,Poland,1988,306290
1390,Portugal,1988,91500
1391,Romania,1988,230340
1392,Russia,1988,16389950
1393,San Marino,1988,60
1394,Serbia,1988,87460
1395,Slovakia,1988,48100
1396,Slovenia,1988,20140
1397,Sweden,1988,410340
1398,Turkey,1988,769630
1399,Ukraine,1988,579350
1400,Albania,1989,27400
1401,Andorra,1989,470
1402,Armenia,1989,28470
1403,Australia,1989,7682300
1404,Austria,1989,82580
1405,Azerbaijan,1989,83217
1406,Belgium,1989,32820
1407,Bulgaria,1989,110630
1408,Bosnia and Herzegovina,1989,51200
1409,Belarus,1989,202840
1410,Bolivia,1989,1083300
1411,Switzerland,1989,39529
1412,Cyprus,1989,9240
1413,Czech Republic,1989,77270
1414,Germany,1989,349130
1415,Denmark,1989,42390
1416,Spain,1989,499440
1417,Estonia,1989,42390
1418,France,1989,547566
1419,United Kingdom,1989,241930
1420,Georgia,1989,69490
1421,Greece,1989,128900
1422,Croatia,1989,55910
1423,Hungary,1989,89870
1424,Ireland,1989,68890
1425,Iceland,1989,100250
1426,Israel,1989,21640
1427,Italy,1989,294110
1428,Lithuania,1989,62680
1429,Luxembourg,1989,
1430,Latvia,1989,62196
1431,Morocco,1989,446300
1432,Monaco,1989,2.027
1433,Moldova,1989,32870
1434,North Macedonia,1989,25430
1435,Malta,1989,320
1436,Montenegro,1989,13450
1437,Netherlands,1989,33760
1438,Norway,1989,365244
1439,Poland,1989,306290
1440,Portugal,1989,91500
1441,Romania,1989,229350
1442,Russia,1989,16389950
1443,San Marino,1989,60
1444,Serbia,1989,87460
1445,Slovakia,1989,48100
1446,Slovenia,1989,20140
1447,Sweden,1989,410340
1448,Turkey,1989,769630
1449,Ukraine,1989,579350
1450,Albania,1990,27400
1451,Andorra,1990,470
1452,Armenia,1990,28470
1453,Australia,1990,7682300
1454,Austria,1990,82580
1455,Azerbaijan,1990,83217
1456,Belgium,1990,32820
1457,Bulgaria,1990,110630
1458,Bosnia and Herzegovina,1990,51200
1459,Belarus,1990,202840
1460,Bolivia,1990,1083300
1461,Switzerland,1990,39529
1462,Cyprus,1990,9240
1463,Czech Republic,1990,77270
1464,Germany,1990,349130
1465,Denmark,1990,42390
1466,Spain,1990,499440
1467,Estonia,1990,42390
1468,France,1990,547566
1469,United Kingdom,1990,241930
1470,Georgia,1990,69490
1471,Greece,1990,128900
1472,Croatia,1990,55910
1473,Hungary,1990,89870
1474,Ireland,1990,68890
1475,Iceland,1990,100250
1476,Israel,1990,21640
1477,Italy,1990,294110
1478,Lithuania,1990,62680
1479,Luxembourg,1990,
1480,Latvia,1990,62196
1481,Morocco,1990,446300
1482,Monaco,1990,2.027
1483,Moldova,1990,32870
1484,North Macedonia,1990,25430
1485,Malta,1990,320
1486,Montenegro,1990,13450
1487,Netherlands,1990,33760
1488,Norway,1990,365244
1489,Poland,1990,306290
1490,Portugal,1990,91500
1491,Romania,1990,229350
1492,Russia,1990,16389950
1493,San Marino,1990,60
1494,Serbia,1990,87460
1495,Slovakia,1990,48100
1496,Slovenia,1990,20140
1497,Sweden,1990,410340
1498,Turkey,1990,769630
1499,Ukraine,1990,579350
1500,Albania,1991,27400
1501,Andorra,1991,470
1502,Armenia,1991,28470
1503,Australia,1991,7682300
1504,Austria,1991,82580
1505,Azerbaijan,1991,83217
1506,Belgium,1991,32820
1507,Bulgaria,1991,110630
1508,Bosnia and Herzegovina,1991,51200
1509,Belarus,1991,202840
1510,Bolivia,1991,1083300
1511,Switzerland,1991,39529
1512,Cyprus,1991,9240
1513,Czech Republic,1991,77270
1514,Germany,1991,349130
1515,Denmark,1991,42390
1516,Spain,1991,499440
1517,Estonia,1991,42390
1518,France,1991,547566
1519,United Kingdom,1991,241930
1520,Georgia,1991,69490
1521,Greece,1991,128900
1522,Croatia,1991,55910
1523,Hungary,1991,89870
1524,Ireland,1991,68890
1525,Iceland,1991,100250
1526,Israel,1991,21640
1527,Italy,1991,294110
1528,Lithuania,1991,62680
1529,Luxembourg,1991,
1530,Latvia,1991,62196
1531,Morocco,1991,446300
1532,Monaco,1991,2.027
1533,Moldova,1991,32870
1534,North Macedonia,1991,25430
1535,Malta,1991,320
1536,Montenegro,1991,13450
1537,Netherlands,1991,33760
1538,Norway,1991,365244
1539,Poland,1991,306290
1540,Portugal,1991,91500
1541,Romania,1991,229460
1542,Russia,1991,16389950
1543,San Marino,1991,60
1544,Serbia,1991,87460
1545,Slovakia,1991,48100
1546,Slovenia,1991,20140
1547,Sweden,1991,410340
1548,Turkey,1991,769630
1549,Ukraine,1991,579350
1550,Albania,1992,27400
1551,Andorra,1992,470
1552,Armenia,1992,28470
1553,Australia,1992,7682300
1554,Austria,1992,82580
1555,Azerbaijan,1992,83217
1556,Belgium,1992,32820
1557,Bulgaria,1992,110630
1558,Bosnia and Herzegovina,1992,51200
1559,Belarus,1992,202840
1560,Bolivia,1992,1083300
1561,Switzerland,1992,39529
1562,Cyprus,1992,9240
1563,Czech Republic,1992,77270
1564,Germany,1992,349130
1565,Denmark,1992,42430
1566,Spain,1992,499440
1567,Estonia,1992,42390
1568,France,1992,547566
1569,United Kingdom,1992,241930
1570,Georgia,1992,69490
1571,Greece,1992,128900
1572,Croatia,1992,55910
1573,Hungary,1992,89870
1574,Ireland,1992,68890
1575,Iceland,1992,100250
1576,Israel,1992,21640
1577,Italy,1992,294110
1578,Lithuania,1992,62680
1579,Luxembourg,1992,
1580,Latvia,1992,62196
1581,Morocco,1992,446300
1582,Monaco,1992,2.027
1583,Moldova,1992,32870
1584,North Macedonia,1992,25430
1585,Malta,1992,320
1586,Montenegro,1992,13450
1587,Netherlands,1992,33760
1588,Norway,1992,365244
1589,Poland,1992,306290
1590,Portugal,1992,91500
1591,Romania,1992,229460
1592,Russia,1992,16389950
1593,San Marino,1992,60
1594,Serbia,1992,87460
1595,Slovakia,1992,48100
1596,Slovenia,1992,20140
1597,Sweden,1992,410340
1598,Turkey,1992,769630
1599,Ukraine,1992,579350
1600,Albania,1993,27400
1601,Andorra,1993,470
1602,Armenia,1993,28470
1603,Australia,1993,7682300
1604,Austria,1993,82580
1605,Azerbaijan,1993,83217
1606,Belgium,1993,32820
1607,Bulgaria,1993,110630
1608,Bosnia and Herzegovina,1993,51200
1609,Belarus,1993,202840
1610,Bolivia,1993,1083300
1611,Switzerland,1993,39529
1612,Cyprus,1993,9240
1613,Czech Republic,1993,77270
1614,Germany,1993,349120
1615,Denmark,1993,42430
1616,Spain,1993,499440
1617,Estonia,1993,42390
1618,France,1993,547566
1619,United Kingdom,1993,241930
1620,Georgia,1993,69490
1621,Greece,1993,128900
1622,Croatia,1993,55910
1623,Hungary,1993,89860
1624,Ireland,1993,68890
1625,Iceland,1993,100250
1626,Israel,1993,21640
1627,Italy,1993,294110
1628,Lithuania,1993,62680
1629,Luxembourg,1993,
1630,Latvia,1993,62196
1631,Morocco,1993,446300
1632,Monaco,1993,2.027
1633,Moldova,1993,32950
1634,North Macedonia,1993,25430
1635,Malta,1993,320
1636,Montenegro,1993,13450
1637,Netherlands,1993,33760
1638,Norway,1993,365244
1639,Poland,1993,306290
1640,Portugal,1993,91500
1641,Romania,1993,229460
1642,Russia,1993,16386180
1643,San Marino,1993,60
1644,Serbia,1993,87460
1645,Slovakia,1993,48100
1646,Slovenia,1993,20140
1647,Sweden,1993,410340
1648,Turkey,1993,769630
1649,Ukraine,1993,579350
1650,Albania,1994,27400
1651,Andorra,1994,470
1652,Armenia,1994,28470
1653,Australia,1994,7682300
1654,Austria,1994,82580
1655,Azerbaijan,1994,83217
1656,Belgium,1994,32820
1657,Bulgaria,1994,110630
1658,Bosnia and Herzegovina,1994,51200
1659,Belarus,1994,202840
1660,Bolivia,1994,1083300
1661,Switzerland,1994,39529
1662,Cyprus,1994,9240
1663,Czech Republic,1994,77270
1664,Germany,1994,349110
1665,Denmark,1994,42430
1666,Spain,1994,499440
1667,Estonia,1994,42390
1668,France,1994,547566
1669,United Kingdom,1994,241930
1670,Georgia,1994,69490
1671,Greece,1994,128900
1672,Croatia,1994,55910
1673,Hungary,1994,89860
1674,Ireland,1994,68890
1675,Iceland,1994,100250
1676,Israel,1994,21640
1677,Italy,1994,294110
1678,Lithuania,1994,62680
1679,Luxembourg,1994,
1680,Latvia,1994,62196
1681,Morocco,1994,446300
1682,Monaco,1994,2.027
1683,Moldova,1994,32940
1684,North Macedonia,1994,25430
1685,Malta,1994,320
1686,Montenegro,1994,13450
1687,Netherlands,1994,33760
1688,Norway,1994,365244
1689,Poland,1994,306290
1690,Portugal,1994,91500
1691,Romania,1994,229510
1692,Russia,1994,16381330
1693,San Marino,1994,60
1694,Serbia,1994,87460
1695,Slovakia,1994,48100
1696,Slovenia,1994,20140
1697,Sweden,1994,410340
1698,Turkey,1994,769630
1699,Ukraine,1994,579350
1700,Albania,1995,27400
1701,Andorra,1995,470
1702,Armenia,1995,28470
1703,Australia,1995,7682300
1704,Austria,1995,82580
1705,Azerbaijan,1995,83217
1706,Belgium,1995,32820
1707,Bulgaria,1995,110630
1708,Bosnia and Herzegovina,1995,51200
1709,Belarus,1995,202840
1710,Bolivia,1995,1083300
1711,Switzerland,1995,39529
1712,Cyprus,1995,9240
1713,Czech Republic,1995,77270
1714,Germany,1995,349100
1715,Denmark,1995,42430
1716,Spain,1995,499440
1717,Estonia,1995,42390
1718,France,1995,547566
1719,United Kingdom,1995,241930
1720,Georgia,1995,69490
1721,Greece,1995,128900
1722,Croatia,1995,55910
1723,Hungary,1995,89860
1724,Ireland,1995,68890
1725,Iceland,1995,100250
1726,Israel,1995,21640
1727,Italy,1995,294110
1728,Lithuania,1995,62680
1729,Luxembourg,1995,
1730,Latvia,1995,62196
1731,Morocco,1995,446300
1732,Monaco,1995,2.027
1733,Moldova,1995,32930
1734,North Macedonia,1995,25430
1735,Malta,1995,320
1736,Montenegro,1995,13450
1737,Netherlands,1995,33760
1738,Norway,1995,365244
1739,Poland,1995,306290
1740,Portugal,1995,91500
1741,Romania,1995,229490
1742,Russia,1995,16378380
1743,San Marino,1995,60
1744,Serbia,1995,87460
1745,Slovakia,1995,48100
1746,Slovenia,1995,20140
1747,Sweden,1995,410340
1748,Turkey,1995,769630
1749,Ukraine,1995,579350
1750,Albania,1996,27400
1751,Andorra,1996,470
1752,Armenia,1996,28470
1753,Australia,1996,7682300
1754,Austria,1996,82580
1755,Azerbaijan,1996,83217
1756,Belgium,1996,32820
1757,Bulgaria,1996,110630
1758,Bosnia and Herzegovina,1996,51200
1759,Belarus,1996,202840
1760,Bolivia,1996,1083300
1761,Switzerland,1996,39528
1762,Cyprus,1996,9240
1763,Czech Republic,1996,77270
1764,Germany,1996,349090
1765,Denmark,1996,42430
1766,Spain,1996,499440
1767,Estonia,1996,42390
1768,France,1996,547566
1769,United Kingdom,1996,241930
1770,Georgia,1996,69490
1771,Greece,1996,128900
1772,Croatia,1996,55980
1773,Hungary,1996,89860
1774,Ireland,1996,68890
1775,Iceland,1996,100250
1776,Israel,1996,21640
1777,Italy,1996,294110
1778,Lithuania,1996,62680
1779,Luxembourg,1996,
1780,Latvia,1996,62196
1781,Morocco,1996,446300
1782,Monaco,1996,2.027
1783,Moldova,1996,32930
1784,North Macedonia,1996,25430
1785,Malta,1996,320
1786,Montenegro,1996,13450
1787,Netherlands,1996,33760
1788,Norway,1996,365244
1789,Poland,1996,306290
1790,Portugal,1996,91500
1791,Romania,1996,229520
1792,Russia,1996,16377960
1793,San Marino,1996,60
1794,Serbia,1996,87460
1795,Slovakia,1996,48100
1796,Slovenia,1996,20140
1797,Sweden,1996,410340
1798,Turkey,1996,769630
1799,Ukraine,1996,579350
1800,Albania,1997,27400
1801,Andorra,1997,470
1802,Armenia,1997,28470
1803,Australia,1997,7682300
1804,Austria,1997,82580
1805,Azerbaijan,1997,83217
1806,Belgium,1997,32820
1807,Bulgaria,1997,110630
1808,Bosnia and Herzegovina,1997,51200
1809,Belarus,1997,202840
1810,Bolivia,1997,1083300
1811,Switzerland,1997,39527
1812,Cyprus,1997,9240
1813,Czech Republic,1997,77270
1814,Germany,1997,349050
1815,Denmark,1997,42430
1816,Spain,1997,499440
1817,Estonia,1997,42390
1818,France,1997,547566
1819,United Kingdom,1997,241930
1820,Georgia,1997,69490
1821,Greece,1997,128900
1822,Croatia,1997,55980
1823,Hungary,1997,89800
1824,Ireland,1997,68890
1825,Iceland,1997,100250
1826,Israel,1997,21640
1827,Italy,1997,294110
1828,Lithuania,1997,62680
1829,Luxembourg,1997,
1830,Latvia,1997,62196
1831,Morocco,1997,446300
1832,Monaco,1997,2.027
1833,Moldova,1997,32920
1834,North Macedonia,1997,25430
1835,Malta,1997,320
1836,Montenegro,1997,13450
1837,Netherlands,1997,33760
1838,Norway,1997,365244
1839,Poland,1997,306290
1840,Portugal,1997,91500
1841,Romania,1997,229530
1842,Russia,1997,16378650
1843,San Marino,1997,60
1844,Serbia,1997,87460
1845,Slovakia,1997,48100
1846,Slovenia,1997,20140
1847,Sweden,1997,410340
1848,Turkey,1997,769630
1849,Ukraine,1997,579350
1850,Albania,1998,27400
1851,Andorra,1998,470
1852,Armenia,1998,28470
1853,Australia,1998,7682300
1854,Austria,1998,82580
1855,Azerbaijan,1998,83092
1856,Belgium,1998,32820
1857,Bulgaria,1998,110630
1858,Bosnia and Herzegovina,1998,51200
1859,Belarus,1998,202840
1860,Bolivia,1998,1083300
1861,Switzerland,1998,39526
1862,Cyprus,1998,9240
1863,Czech Republic,1998,77270
1864,Germany,1998,349020
1865,Denmark,1998,42430
1866,Spain,1998,499440
1867,Estonia,1998,42390
1868,France,1998,547566
1869,United Kingdom,1998,241930
1870,Georgia,1998,69490
1871,Greece,1998,128900
1872,Croatia,1998,55910
1873,Hungary,1998,89800
1874,Ireland,1998,68890
1875,Iceland,1998,100250
1876,Israel,1998,21640
1877,Italy,1998,294110
1878,Lithuania,1998,62680
1879,Luxembourg,1998,
1880,Latvia,1998,62196
1881,Morocco,1998,446300
1882,Monaco,1998,2.027
1883,Moldova,1998,32910
1884,North Macedonia,1998,25430
1885,Malta,1998,320
1886,Montenegro,1998,13450
1887,Netherlands,1998,33760
1888,Norway,1998,365244
1889,Poland,1998,306290
1890,Portugal,1998,91500
1891,Romania,1998,229590
1892,Russia,1998,16381300
1893,San Marino,1998,60
1894,Serbia,1998,87460
1895,Slovakia,1998,48100
1896,Slovenia,1998,20140
1897,Sweden,1998,410340
1898,Turkey,1998,769630
1899,Ukraine,1998,579350
1900,Albania,1999,27400
1901,Andorra,1999,470
1902,Armenia,1999,28470
1903,Australia,1999,7682300
1904,Austria,1999,82580
1905,Azerbaijan,1999,82705
1906,Belgium,1999,32820
1907,Bulgaria,1999,110630
1908,Bosnia and Herzegovina,1999,51200
1909,Belarus,1999,202840
1910,Bolivia,1999,1083300
1911,Switzerland,1999,39525
1912,Cyprus,1999,9240
1913,Czech Republic,1999,77270
1914,Germany,1999,348980
1915,Denmark,1999,42430
1916,Spain,1999,499440
1917,Estonia,1999,42390
1918,France,1999,547566
1919,United Kingdom,1999,241930
1920,Georgia,1999,69490
1921,Greece,1999,128900
1922,Croatia,1999,55910
1923,Hungary,1999,89800
1924,Ireland,1999,68890
1925,Iceland,1999,100250
1926,Israel,1999,21640
1927,Italy,1999,294110
1928,Lithuania,1999,62680
1929,Luxembourg,1999,
1930,Latvia,1999,62196
1931,Morocco,1999,446300
1932,Monaco,1999,2.027
1933,Moldova,1999,32900
1934,North Macedonia,1999,25430
1935,Malta,1999,320
1936,Montenegro,1999,13450
1937,Netherlands,1999,33760
1938,Norway,1999,365244
1939,Poland,1999,306290
1940,Portugal,1999,91500
1941,Romania,1999,229600
1942,Russia,1999,16388510
1943,San Marino,1999,60
1944,Serbia,1999,87460
1945,Slovakia,1999,48100
1946,Slovenia,1999,20140
1947,Sweden,1999,410340
1948,Turkey,1999,769630
1949,Ukraine,1999,579350
1950,Albania,2000,27400
1951,Andorra,2000,470
1952,Armenia,2000,28470
1953,Australia,2000,7682300
1954,Austria,2000,82580
1955,Azerbaijan,2000,82605
1956,Belgium,2000,30280
1957,Bulgaria,2000,110630
1958,Bosnia and Herzegovina,2000,51200
1959,Belarus,2000,202840
1960,Bolivia,2000,1083300
1961,Switzerland,2000,39524
1962,Cyprus,2000,9240
1963,Czech Republic,2000,77270
1964,Germany,2000,348950
1965,Denmark,2000,42430
1966,Spain,2000,499000
1967,Estonia,2000,42390
1968,France,2000,547567
1969,United Kingdom,2000,241930
1970,Georgia,2000,69490
1971,Greece,2000,128900
1972,Croatia,2000,55910
1973,Hungary,2000,89620
1974,Ireland,2000,68890
1975,Iceland,2000,100250
1976,Israel,2000,21640
1977,Italy,2000,294110
1978,Lithuania,2000,62680
1979,Luxembourg,2000,2430
1980,Latvia,2000,62196
1981,Morocco,2000,446300
1982,Monaco,2000,2.027
1983,Moldova,2000,32880
1984,North Macedonia,2000,25430
1985,Malta,2000,320
1986,Montenegro,2000,13450
1987,Netherlands,2000,33760
1988,Norway,2000,365244
1989,Poland,2000,306290
1990,Portugal,2000,91500
1991,Romania,2000,229710
1992,Russia,2000,16381340
1993,San Marino,2000,60
1994,Serbia,2000,87460
1995,Slovakia,2000,48100
1996,Slovenia,2000,20140
1997,Sweden,2000,410340
1998,Turkey,2000,769630
1999,Ukraine,2000,579350
2000,Albania,2001,27400
2001,Andorra,2001,470
2002,Armenia,2001,28470
2003,Australia,2001,7682300
2004,Austria,2001,82580
2005,Azerbaijan,2001,82604
2006,Belgium,2001,30280
2007,Bulgaria,2001,110630
2008,Bosnia and Herzegovina,2001,51200
2009,Belarus,2001,202840
2010,Bolivia,2001,1083300
2011,Switzerland,2001,39523
2012,Cyprus,2001,9240
2013,Czech Republic,2001,77270
2014,Germany,2001,348900
2015,Denmark,2001,42430
2016,Spain,2001,498520
2017,Estonia,2001,42390
2018,France,2001,547567
2019,United Kingdom,2001,241930
2020,Georgia,2001,69490
2021,Greece,2001,128900
2022,Croatia,2001,55910
2023,Hungary,2001,89620
2024,Ireland,2001,68890
2025,Iceland,2001,100250
2026,Israel,2001,21640
2027,Italy,2001,294110
2028,Lithuania,2001,62680
2029,Luxembourg,2001,2430
